1 dPad Down 0 0 1 0 0 0 0.952770988980774 9.66025422498933 0.952770988980774 1 1 1 0
1 dPad OK 1 0 1 0 1 1 1.66994655897724 10.3774297949858 0.717175569996471 1 0 0 0
1 dPad Down 0 1 3 1 0 0 0.934401412989246 11.3118534559908 0.934401412989246 2 1 3 0
1 dPad Up 1 1 3 1 0 1 1.26797422699747 11.6454262699990 0.333572814008221 2 0 0 0
1 dPad Down 0 1 3 1 0 2 1.60153362198616 11.9789856649877 0.333559394988697 2 0 0 0
1 dPad Down 1 1 3 1 0 3 1.85173669698997 12.2291887399915 0.250203075003810 2 0 0 0
1 dPad Down 2 1 3 1 0 4 2.11867196898675 12.4961240119883 0.266935271996772 2 0 0 0
1 dPad OK 3 1 3 1 1 5 2.58565470197937 12.9631067449809 0.466982732992619 2 0 0 0
1 dPad Left 0 2 2 2 0 0 0.0663796050066594 13.0295072550070 0.0663796050066594 3 1 2 1
1 dPad Down 0 1 2 2 0 1 1.33444194600452 14.2975695960049 1.26806234099786 3 0 0 1
1 dPad Down 1 1 2 2 0 2 1.73474519699812 14.6978728469985 0.400303250993602 3 0 0 1
1 dPad Down 2 1 2 2 0 3 2.00223260800703 14.9653602580074 0.267487411008915 3 0 0 1
1 dPad OK 3 1 2 2 0 4 2.53541559400037 15.4985432440008 0.533182985993335 3 0 0 1
1 dPad OK 0 2 2 2 0 5 2.66871915900265 15.6318468090030 0.133303565002279 3 0 0 1
1 dPad Down 0 3 2 2 0 6 3.40280900700600 16.3659366570064 0.734089848003350 3 0 0 1
1 dPad Left 1 3 2 2 0 7 4.07009142299648 17.0332190729969 0.667282415990485 3 0 0 1
1 dPad Down 0 2 2 2 0 8 4.53697454699432 17.5001021969947 0.466883123997832 3 0 0 1
1 dPad Down 1 2 2 2 0 9 4.80369823900401 17.7668258890044 0.266723692009691 3 0 0 1
1 dPad OK 2 2 2 2 1 10 5.33768885000609 18.3008165000065 0.533990611002082 3 0 0 1
1 dPad Down 0 3 1 3 0 0 0.750632726005279 19.0514682389912 0.750632726005279 4 1 1 0
1 dPad OK 1 3 1 3 1 1 1.25087683901074 19.5517123519967 0.500244113005465 4 0 0 0
1 dPad Down 0 0 4 0 0 0 0.0999944109935314 19.6517317119869 0.0999944109935314 5 1 4 1
1 dPad Down 1 0 4 0 0 1 1.01776077100658 20.5694980720000 0.917766360013047 5 0 0 1
1 dPad Down 2 0 4 0 0 2 1.25095001299633 20.8026873139897 0.233189241989749 5 0 0 1
1 dPad Down 3 0 4 0 0 3 1.70163269501063 21.2533699960040 0.450682682014303 5 0 0 1
1 dPad OK 4 0 4 0 1 4 2.28361309599131 21.8353503969847 0.581980400980683 5 0 0 1
1 dPad Down 0 1 2 1 0 0 0.668941028008703 22.5043149130070 0.668941028008703 6 1 2 0
1 dPad Down 1 1 2 1 0 1 1.00077141399379 22.8361452989921 0.331830385985086 6 0 0 0
1 dPad OK 2 1 2 1 1 2 1.46951053399243 23.3048844189907 0.468739119998645 6 0 0 0
1 dPad OK 0 2 3 2 0 0 0.133389066992095 23.4382953039894 0.133389066992095 7 1 3 0
1 dPad Down 0 3 3 2 0 1 0.583499383006711 23.8884056200041 0.450110316014616 7 0 0 0
1 dPad Down 1 3 3 2 0 2 0.817382193985395 24.1222884309827 0.233882810978685 7 0 0 0
1 dPad Left 2 3 3 2 0 3 1.10071229599998 24.4056185329973 0.283330102014588 7 0 0 0
1 dPad Down 0 2 3 2 0 4 1.50136967998697 24.8062759169843 0.400657383986982 7 0 0 0
1 dPad Down 1 2 3 2 0 5 1.71787245999440 25.0227786969917 0.216502780007431 7 0 0 0
1 dPad Down 2 2 3 2 0 6 1.98496057299781 25.2898668099951 0.267088113003410 7 0 0 0
1 dPad OK 3 2 3 2 1 7 2.51800108898897 25.8229073259863 0.533040515991161 7 0 0 0
1 dPad Down 0 3 3 3 0 0 0.584628775017336 26.4075494860008 0.584628775017336 8 1 3 0
1 dPad Down 1 3 3 3 0 1 0.834748813009355 26.6576695239928 0.250120037992019 8 0 0 0
1 dPad Down 2 3 3 3 0 2 1.06813688101829 26.8910575920017 0.233388068008935 8 0 0 0
1 dPad OK 3 3 3 3 1 3 1.73552785400534 27.5584485649888 0.667390972987050 8 0 0 0
1 dPad Down 0 0 2 0 0 0 0.950560983008472 28.5090354830027 0.950560983008472 9 1 2 1
1 dPad Down 1 0 2 0 0 1 1.25064596600714 28.8091204660013 0.300084982998669 9 0 0 1
1 dPad Left 2 0 2 0 1 2 1.66777060501045 29.2262451050046 0.417124639003305 9 0 0 1
1 dPad OK 2 0 2 0 1 2 1.71780973800924 29.2762842380034 0.0500391329987906 9 0 0 1
1 dPad Down 0 1 1 1 0 0 0.934213371016085 30.2105179110076 0.934213371016085 10 1 1 0
1 dPad OK 1 1 1 1 1 1 1.60178071999690 30.8780852599884 0.667567348980811 10 0 0 0
1 dPad OK 0 2 3 2 0 0 0.132965155004058 31.0110731000023 0.132965155004058 11 1 3 1
1 dPad Down 0 3 3 2 0 1 0.600314307986992 31.4784222529852 0.467349152982933 11 0 0 1
1 dPad Left 1 3 3 2 0 2 0.966477734007640 31.8445856790058 0.366163426020648 11 0 0 1
1 dPad Down 0 2 3 2 0 3 1.30089117700118 32.1789991219994 0.334413442993537 11 0 0 1
1 dPad Down 1 2 3 2 0 4 1.56735826798831 32.4454662129865 0.266467090987135 11 0 0 1
1 dPad Down 2 2 3 2 0 5 1.76786053000251 32.6459684750007 0.200502262014197 11 0 0 1
